"나이","성별","키_cm","몸무게_kg","앉아서앞으로구부리기_cm","윗몸일으키기","멀리뛰기","등급","bmr"
41,1,163,64.2,4,17,131,"D",1372
33,0,169.9,72.1,10.5,47,194,"C",1497.9
60,0,164.9,70.4,14.8,27,162,"B",1345.7
64,0,164.3,66.82,19.3,41,178,"A",1291.4
27,1,158.9,58.9,14.4,35,165,"B",1379.6
48,0,190,85.9,16.8,39,219,"C",1596
23,0,171.7,79.7,2.4,47,222,"D",1621.1
52,1,165.4,61.06,19.6,24,122,"C",1294.5
52,1,156.5,61.1,21.9,21,147,"B",1278.9
64,1,149.4,55,21,30,101,"A",1151.1
34,0,167.3,71.8,9.2,30,192,"D",1485.6
27,0,172.2,69.4,23.9,59,235,"A",1504.3
28,1,160.1,59.6,19.9,46,183,"A",1383.7
35,0,176.4,66.3,14.7,42,238,"B",1444.5
32,0,172.3,69.6,-0.6,46,214,"D",1482.9
62,0,170.5,75.8,12.4,32,177,"B",1398.2
47,0,174,86.2,19.4,49,201,"B",1574.8
37,1,162.8,56.9,31.2,67,203,"A",1320.4
46,1,161.2,60.5,19.1,31,155,"B",1309.8
46,1,167.5,57.5,14,20,146,"C",1292.3
36,0,177.6,88.5,6.3,32,178,"D",1655.1
41,1,160.5,67.9,20,7,164,"D",1403
60,0,164.9,67.56,4.5,24,174,"C",1318.4
43,0,173.6,74.4,13.7,58,220,"B",1479.6
30,1,158.2,57.4,13.22,29,148,"C",1349.8
39,1,156.4,55.5,10.2,20,155,"D",1286
21,0,165.9,64,17.5,57,218,"B",1469.3
37,0,167.7,77.3,15.6,57,226,"A",1525
32,0,170.3,76.9,19.1,50,230,"A",1549.4
64,0,169.8,84.9,12.9,32,170,"A",1474.9
26,0,176.7,72.4,21.4,56,260,"A",1545.9
50,0,166,64.3,5.1,24,180,"D",1336.1
30,1,152.4,47.8,27.8,46,167,"A",1247.2
22,1,156.5,54.2,14.2,38,121,"C",1353.6
38,0,171.7,77,7.5,27,201,"D",1524.7
26,1,160,48.36,22,22,132,"C",1285.1
64,1,147,52.4,24.7,17,126,"A",1121.8
56,0,166.8,64,13,36,197,"B",1306.4
35,0,181.2,77.5,9.1,49,203,"C",1560.7
26,0,166.3,67.2,16.8,49,241,"B",1477.3
27,1,174.3,57,30.1,68,201,"A",1389
43,0,176.5,80.62,15.6,48,211,"C",1544.6
27,1,169.8,64.4,22.3,19,141,"D",1452
45,0,166.9,68.2,16,50,198,"A",1398.6
43,1,164,58.6,16.8,31,156,"B",1310.7
24,1,165.6,53.3,26.5,40,185,"A",1352
21,1,157.6,55.3,21.4,36,172,"A",1370.9
23,0,163,61.16,20.8,54,218,"B",1427.4
26,0,166,67.3,16.1,48,220,"B",1477.7
27,1,166,46.6,21.5,23,176,"C",1274.3
60,1,159.9,62.7,8.9,5,78,"D",1262.7
55,1,155.1,47.7,29.2,31,146,"B",1133.6
38,0,172.2,94.5,8.8,47,202,"D",1693.6
63,1,167.8,68.6,22.1,18,126,"C",1319.5
53,1,158.8,56.8,19.7,23,146,"B",1237
64,1,157.8,60.4,17.2,4,95,"D",1218.1
23,0,169,86.22,5.4,41,198,"D",1678.8
24,0,174.9,70.5,16.5,61,219,"A",1533.8
30,1,148.8,44.3,12.3,28,128,"C",1207.1
51,0,161.2,56.3,7.2,20,183,"D",1245.9
58,0,175.9,77.3,7.4,35,190,"C",1441.1
41,0,185.2,88.66,4.5,46,229,"D",1646.8
49,1,157.9,53,13.1,0,140,"D",1217.7
22,0,163.9,69.4,17.4,66,222,"B",1512.9
63,1,157.4,55.82,13.2,4,103,"D",1178.1
56,1,152.1,57.3,22.5,0,126,"D",1215.7
28,0,174.6,78.2,16.6,51,225,"A",1588.4
50,1,166.7,62.6,15,20,52,"C",1321
35,0,164.9,77.5,7,30,195,"D",1531.3
21,0,168.7,70.3,8.6,47,196,"C",1534.8
47,0,171.9,73.2,14.7,50,193,"B",1446.2
24,1,162.4,63.1,20.7,54,222,"A",1440.3
43,1,161.3,60.1,18,20,143,"C",1320.2
54,1,155.6,62.3,18.5,5,113,"D",1279.4
22,1,160.5,50.48,26,43,188,"A",1325.1
63,1,145.6,40.9,19.7,8,143,"C",1013.6
27,0,176.4,76.2,2.3,58,217,"D",1577.1
30,0,185,101.6,16.9,49,253,"D",1822.4
30,0,172.2,66.68,11.2,47,205,"C",1464.1
56,0,173.8,89.3,17.5,42,219,"D",1561.9
21,1,164.9,54.58,33.3,30,184,"C",1377.1
28,0,176.2,62.86,17,59,239,"A",1444
40,0,174.4,88.2,5.4,34,213,"D",1627.6
44,0,170.5,71.6,11.3,41,195,"C",1442.5
61,1,160.6,67.26,13.9,10,84,"C",1303.1
38,1,162,63,15.1,22,129,"C",1372.8
21,1,162.3,63.4,21.8,54,197,"B",1457.1
24,0,187.6,81.22,16.5,52,235,"C",1659.6
27,0,173.4,72.4,16.1,46,221,"B",1535.3
21,1,158.5,48.8,21.7,36,169,"A",1310.1
46,0,169.4,69.6,25.5,51,202,"A",1411.9
60,1,143.4,52.2,21.8,22,71,"B",1132.2
60,0,171.4,66.4,10.9,31,213,"C",1319
25,0,174.3,58.5,12.4,46,216,"B",1412.8
37,0,176.1,74.3,13.5,46,232,"B",1511.4
24,0,177.6,76.5,19.7,63,248,"B",1596.3
40,0,172,77.3,16,41,186,"C",1518.7
25,1,164.9,47.1,16,22,163,"C",1286.5
30,0,181,81.88,14.9,59,223,"B",1625.8
29,0,170.7,66.4,17.1,55,230,"A",1463.4
54,1,158.7,63,12.6,14,118,"D",1291.7
24,0,175.8,69.3,15.6,51,222,"B",1523.9
35,0,185.2,81.1,15,58,246,"A",1602.4
21,0,177.6,75.6,20.2,63,231,"A",1601.7
37,0,179.7,79.3,16.8,45,210,"C",1565.8
23,1,163.1,69,25.5,44,178,"A",1502.9
27,1,164.4,52.6,22.3,51,172,"A",1329
45,0,178.8,74,28.2,47,222,"A",1475.7
23,1,168.5,59.6,24.4,55,171,"A",1422.4
21,1,164,66.5,24,39,185,"B",1489.9
42,1,155.9,55.1,15,26,160,"B",1267.2
29,1,167.9,60.7,21.9,43,170,"C",1403.6
27,1,152.5,47.9,23.2,16,137,"D",1262.4
29,1,165.2,53,20.9,45,153,"B",1324.9
38,0,171.9,78,8.7,44,224,"C",1534.6
28,0,174.3,72.5,19.9,56,248,"A",1533.1
60,1,150.7,60.6,12.4,10,103,"D",1226
21,1,166.2,74,14.8,41,186,"D",1565.9
23,1,155.2,53.5,16.5,46,180,"B",1339.9
44,0,170.2,70.4,9.8,41,224,"B",1430.4
56,0,164.7,66.3,11.3,33,185,"B",1324.7
23,0,172,65,-1.2,28,216,"D",1480.5
27,0,164.5,67.8,16.4,53,244,"A",1475.1
21,0,173.5,77.1,20.6,61,233,"C",1608.8
35,0,172.3,76.6,18.3,46,209,"C",1536
60,1,149.4,52.4,19.9,32,138,"D",1145
21,0,171.9,67.3,21.9,50,229,"C",1511.8
41,1,165.1,57.2,9.4,21,159,"D",1308.6
31,0,171.5,72.3,6.3,45,189,"D",1512.1
22,1,157.6,54.5,22.5,44,162,"A",1358.5
27,0,173,78.9,19.8,53,247,"A",1596.9
63,1,153.7,53.3,16.3,1,35,"D",1147.2
34,0,176,70.4,16.8,43,226,"B",1487.8
45,1,164.2,55,18.6,34,161,"C",1267.1
37,0,172.5,71.6,17.7,46,202,"C",1479
28,1,167.2,53,13,36,165,"C",1333.2
25,0,184.5,85.9,17,52,195,"B",1694.2
25,1,164.4,54.4,24.6,50,168,"B",1355.7
22,0,169.4,57.2,0,65,250,"D",1405.6
43,0,167,60.58,14.4,52,238,"A",1335.1
54,1,149.3,48.7,15.9,26,149,"B",1137.5
21,0,173,67.8,17.6,58,245,"A",1518.6
25,0,171.7,66,16.9,64,241,"A",1480.2
36,0,177.5,73.1,19.1,64,252,"C",1507.1
52,0,169.1,70.5,10.9,27,204,"C",1391.8
25,0,176.4,96.96,11.9,42,214,"D",1785.8
62,1,159.2,50.8,24.2,22,147,"A",1137.8
28,1,169,69.1,22.1,40,166,"A",1491
48,0,172.3,92.2,6.3,23,202,"D",1624.7
30,0,176.9,77.9,13.4,53,256,"B",1580.3
60,1,152,49.8,10.9,20,111,"D",1124.7
24,1,155,49.7,18,36,155,"C",1298.3
62,1,149.1,42.3,19,25,122,"B",1038.1
25,1,166.1,54.8,32.2,49,210,"A",1362.6
47,0,171.2,71.3,5.3,28,203,"D",1426.7
44,0,169.4,73.8,6.7,23,196,"D",1461.6
41,0,173.3,73.9,15.1,33,214,"C",1483.7
45,0,182,91.4,9,36,243,"C",1648.5
24,0,177.9,67.5,9.7,46,222,"C",1510.4
44,0,176.1,71.94,4.6,28,180,"D",1455.8
57,1,161.3,70.4,12.5,13,107,"D",1353.3
43,1,164.4,56.6,22.8,43,162,"A",1292.2
24,1,157,52.6,20.3,43,174,"A",1329.8
27,0,181.2,90.7,12.9,58,199,"D",1725
40,1,162.9,51.3,16.4,38,167,"B",1252.7
23,1,156,55.1,15.3,30,166,"C",1356.7
49,1,162.2,59.9,18,24,145,"B",1291.7
64,0,167.4,61.5,6.2,18,165,"D",1245.9
32,0,178,73.9,-18.7,33,158,"D",1534.4
53,0,166,64.6,17,32,221,"B",1324.9
59,0,166.5,67.6,4,37,149,"C",1326.4
26,0,172.3,71.6,10.3,33,181,"D",1530.3
49,1,154.6,54,25.3,0,160,"D",1221.4
31,0,168.1,63.4,23.4,49,185,"B",1420.5
24,0,182.1,80.1,8.2,37,168,"D",1638.9
27,0,175.3,63.5,26.9,40,227,"C",1453.2
63,1,164.7,81.2,22.6,12,129,"D",1434.9
28,0,179.6,66,5.6,38,213,"C",1480.3
27,0,174.3,66.1,-4.5,51,234,"D",1476.4
30,0,174.9,74.1,15.3,48,239,"A",1540.2
48,0,159.8,62.2,19.3,56,197,"A",1314.2
24,0,177.4,79.6,25.6,56,259,"A",1625.7
21,0,176.5,71.4,17.3,52,280,"B",1559.4
55,1,157.1,56.1,19.9,24,129,"A",1217.8
32,0,171.2,66.6,18,54,232,"A",1452.1
31,0,177.3,72,-7.8,17,202,"D",1519.6
31,1,165.2,55,21.7,25,186,"B",1334.7
36,1,160.3,62.16,19.8,26,166,"B",1371.1
28,0,178,79.7,7.4,52,204,"C",1608.9
36,0,176.3,79.8,21.4,55,262,"A",1569.2
26,0,171.4,72.6,18,53,205,"A",1538.3
28,0,187.9,79.3,28,50,239,"B",1622.9
64,1,149.8,64.6,12.8,2,83,"D",1244
63,0,169.8,77.9,6.5,12,166,"D",1412.4
31,0,171.2,74,5.8,54,193,"C",1527.9
31,1,164.5,51.84,21.2,41,196,"A",1303.1
31,0,186.4,79.9,10.1,53,222,"B",1611.9
21,0,175,61.8,11.9,48,232,"B",1464.6
40,0,171,75.8,-5.4,33,201,"D",1502.5
24,0,187,104,-8.5,25,180,"D",1877.2
34,0,169,80.2,27,55,237,"C",1569.3
40,0,171.3,75.2,15.4,41,220,"B",1497.3
26,0,169.8,82.12,9.2,28,185,"D",1626.8
26,0,173.5,75.3,19.4,54,238,"A",1568
31,0,162.6,73.8,19.1,56,230,"A",1510.5
21,0,186.4,64.5,24.2,57,255,"C",1511
21,1,159.5,56.3,17,24,115,"C",1383.9
61,1,155.7,49.6,23,16,120,"B",1124.7
23,1,159.6,44.8,22.6,52,166,"A",1264.3
49,1,148.1,63.7,10.6,0,73,"D",1302.8
49,0,178,86.7,-0.9,30,186,"D",1577.4
38,1,157.5,55.6,15,23,165,"C",1293.7
55,1,163.7,52,17.6,40,151,"B",1190.4
25,0,186.1,97.4,-14.6,36,199,"D",1807.5
37,0,179.9,77.4,12.5,55,210,"B",1548
21,1,157.4,55,22.8,39,167,"A",1367.6
40,0,176.4,93.8,-5.8,27,154,"D",1685
28,1,159.7,56.8,19.1,56,172,"A",1356.1
23,1,171.4,57.6,17.3,43,172,"B",1408.4
44,1,162.2,60.3,31.2,38,188,"A",1319
22,0,173.3,90.9,-3.7,30,218,"D",1736.2
64,0,174.5,89.8,13.6,39,175,"B",1530.4
22,1,165.8,56.2,17.9,27,109,"C",1389.6
48,1,161.8,55.1,23.4,51,181,"A",1249.6
27,1,168.2,67.24,26,45,173,"A",1476.4
36,0,167.7,64.7,4.8,35,210,"C",1408.8
22,0,183.5,81.2,17.1,57,241,"D",1661.4
28,0,167.5,71,-10.5,34,183,"D",1506.5
25,1,159.1,55.3,22,45,173,"A",1354.8
27,0,181.2,73.8,18.2,49,228,"C",1562.7
60,0,160.6,64.8,12.8,18,179,"D",1284.2
60,1,159.2,68.8,14.9,0,66,"D",1320
47,1,164.6,60.4,15.4,21,150,"C",1310.2
48,0,173.6,75.8,21.1,44,201,"B",1469.6
25,0,180.7,77.1,17.8,52,227,"B",1602.9
31,0,171.7,79.7,15.1,40,240,"C",1583.5
32,0,170.7,73.4,8.4,40,190,"C",1516.5
23,1,159.5,56,32,46,171,"A",1371.6
60,0,168.8,66.7,18.6,41,198,"A",1317.2
43,0,171.2,75.6,23.6,60,245,"A",1486.8
39,0,164.8,68.98,12.5,48,206,"B",1430.5
34,1,167.4,82.9,1,0,112,"D",1592.4
33,0,171.7,71.62,23.8,47,224,"A",1496.5
40,0,174.1,87.2,18.8,46,234,"B",1617.5
49,0,172.3,78.3,-8,29,161,"D",1486.5
48,1,159.7,60,20.4,37,188,"A",1292.9
25,0,175.9,66.2,6.6,50,229,"C",1489.6
62,1,154,52.6,23.5,4,114,"D",1145.8
24,0,176.3,73.58,22.4,61,235,"A",1565.9
26,1,167.8,60.2,16.3,42,160,"B",1412.8
25,0,166.2,73.2,28.6,60,251,"A",1539.4
37,0,175.3,65,26,58,227,"A",1420.6
47,0,169.2,69.2,18.2,47,230,"A",1403
64,0,163.8,70.3,4.4,17,151,"D",1323.9
38,0,169,74.8,9.1,35,204,"C",1498.7
26,0,166.7,68.2,8.1,31,186,"D",1487.6
28,0,174.7,76.7,21,49,251,"B",1574.2
32,1,152.7,47.3,21.1,37,160,"A",1233.5
54,0,170.7,72.2,7.7,26,169,"C",1401.6
45,0,173.9,64,13.5,43,211,"B",1370.9
44,0,170.1,73.3,21.2,48,221,"C",1458.1
26,1,164.5,50.8,31.4,53,170,"A",1316.6
35,0,186.2,80.5,11.8,40,254,"B",1598.5
21,1,156.4,58.1,17.8,47,177,"B",1395.6
22,0,168.4,80.2,17,41,209,"D",1624.6
37,1,165.1,104.7,12.2,16,146,"D",1783.4
21,0,185.3,76.9,21.3,35,179,"D",1628.1
21,1,167.8,55.2,19.2,47,144,"D",1388.3
61,0,178.5,74.6,15.2,43,155,"B",1405.8
28,0,171.7,78,11,62,245,"C",1581.3
48,0,181.4,100.1,-6.8,28,214,"D",1716.9
24,1,167.2,62.7,24.1,49,197,"A",1445.1
33,0,178.2,72.1,20.8,60,221,"B",1512.8
22,0,174.4,69.3,16.7,55,242,"C",1530.8
21,0,172.9,75,14.9,59,220,"B",1587.5
63,0,169.7,67.1,9.5,32,190,"B",1308.5
24,1,177.3,63.3,22.8,36,176,"A",1469
44,0,172.4,74.8,13.7,58,194,"B",1476.6
34,0,175.1,71.5,9.9,44,227,"B",1496.8
27,1,164,51,19.4,36,163,"A",1312.9
59,1,146.3,52.9,20,11,144,"C",1148.9
64,0,164.3,68,10.9,32,184,"B",1302.7
22,0,184.5,74.1,14.8,47,211,"C",1595.1
35,1,151.5,78,18.2,30,166,"D",1512
50,1,166.6,56,21.8,23,153,"B",1257.5
29,0,177.9,85.7,17.2,44,219,"D",1661.6
51,0,168.2,73.1,7.6,36,213,"C",1419.8
32,0,176.7,77.1,14.7,42,252,"C",1562.8
45,0,173.4,73.5,16,50,218,"A",1461.2
38,0,172.4,69.3,14.7,63,214,"A",1452
25,1,161.5,48.5,8.8,45,182,"D",1293.8
33,1,161,47.9,27.2,27,168,"B",1249.5
33,0,165.6,60.4,213,53,244,"B",1377.8
37,1,150.4,47.7,8.7,6,112,"D",1209.7
25,0,171.4,64.7,20.2,59,250,"A",1467.1
43,1,168.1,54.5,21,32,120,"B",1278.7
40,1,162.6,54.2,24.2,16,141,"D",1280
27,1,159.2,56.7,24.1,40,181,"A",1359
64,1,154.7,50.2,6.8,0,59,"D",1114.6
35,0,179.9,87,13.2,52,228,"B",1649.5
32,0,178.5,95.4,23.6,52,224,"C",1741.7
28,0,177.1,70.3,14.2,66,236,"B",1517.1
22,0,178.3,73.3,10,48,228,"C",1576.2
36,0,171.6,63.1,12,27,220,"D",1400.4
33,0,175.2,87.5,5.6,34,214,"D",1655.3
21,0,174.4,72,28.4,56,224,"B",1561.4
60,1,152,49.8,15,15,135,"D",1124.7
29,0,179,96.9,7.6,59,180,"D",1771.1
25,0,179.6,89.3,-9.7,43,182,"D",1718.1
40,0,174,76.6,16.3,50,239,"A",1515.6
22,0,172.7,72.3,19,51,240,"B",1556.5
45,1,156.9,51.4,20,22,152,"B",1219.4
28,0,173.4,72.8,18.4,59,242,"B",1534.4
54,1,155.9,71,16.6,24,138,"D",1363.4
23,1,151.8,46.9,28.9,50,178,"A",1270.4
37,0,161.7,59.4,23,57,214,"A",1342.4
30,1,162,55.2,27.8,35,167,"B",1335.5
25,1,170.3,73.2,26.8,46,189,"B",1546.8
62,1,159.9,52.3,19.4,2,139,"D",1153.5
56,0,173.1,77.5,28.8,55,221,"B",1447.4
50,1,167,57,28.6,17,175,"C",1267.8
21,1,164,62.1,28.9,27,194,"C",1447.7
26,0,175.6,75.3,16.3,57,243,"A",1571.8
29,0,172.1,63.3,17.2,50,235,"B",1436.2
33,0,180.9,66.2,9.6,38,235,"C",1461
31,0,167.1,75.28,22,62,235,"A",1532.8
24,0,184.6,82.4,-0.8,41,224,"D",1665.5
23,1,163.5,59.5,19.5,47,197,"B",1412.4
22,0,176.6,74.4,4.8,34,216,"D",1583.7
31,0,180,69.8,14.7,39,194,"C",1503.4
21,0,174.1,65.6,26.9,59,226,"A",1499.4
28,0,167.9,74.1,19.4,46,233,"B",1537
27,1,164.6,58.8,26.4,51,171,"A",1388.9
43,0,168.8,75.7,20.1,57,212,"C",1483.5
22,1,160.4,56,24.5,64,195,"A",1377.9
27,0,172.8,66.4,1.8,36,177,"D",1476.6
29,0,170,76.64,13.1,45,202,"B",1560.4
21,0,177.4,78.6,18.3,54,203,"B",1630.2
24,0,177.1,70.4,11.3,42,203,"C",1536.8
55,0,166.6,56.8,15.9,36,178,"B",1241.7
59,0,169.1,68.7,21.1,52,149,"A",1341.6
42,0,175.8,79.1,19.1,50,229,"C",1533.4
63,1,153.9,51,15.6,24,137,"C",1125.5
30,0,180.3,78.8,10,48,240,"B",1595
51,1,160.6,52.7,25,34,144,"A",1210.3
58,0,177.8,71.2,10.5,27,164,"C",1386
25,1,155.9,45.7,3.7,43,166,"D",1256.8
62,0,176.5,89.8,16.9,26,177,"D",1543.4
29,1,160.9,54.5,7.5,44,167,"D",1331.5
61,0,167.9,64,14.1,36,212,"C",1284.9
31,0,177.3,74.4,15.8,54,217,"B",1542.7
47,1,162.8,55.1,16.1,1,112,"D",1256.1
23,0,177.9,71.6,21.4,55,251,"B",1554.5
51,0,170,63.8,16,38,215,"B",1333.8
23,1,160.3,47.6,17.3,45,183,"B",1292.4
28,0,167.8,65.18,20.6,67,235,"A",1451.2
25,0,189.9,74.46,13.5,48,231,"C",1594.1
33,1,166.6,59.92,28.2,38,179,"C",1375
55,1,156.1,56.02,16.8,20,119,"B",1215.3
32,1,158.4,49.4,16.7,30,194,"B",1264
22,0,175.5,79.3,15,51,225,"B",1628.8
26,1,166.5,58.1,13.7,31,172,"C",1390.3
21,0,173,66.2,25.2,57,235,"A",1503.2
22,0,181.5,80.4,18.9,58,245,"A",1650.1
32,0,172.5,69.9,24.2,63,267,"B",1486.1
44,0,169.4,75,15.2,26,204,"D",1473.1
24,1,169.1,55.4,17.3,52,187,"B",1378.4
35,0,166.7,67.1,16.7,61,222,"A",1434.7
36,0,171.4,69,17.9,55,242,"C",1456.7
56,1,158.3,56.2,20.4,8,150,"D",1216.3
62,0,176.2,74.2,3.5,29,192,"C",1393.1
48,0,165.2,70,14.5,44,211,"B",1398.8
30,0,176.6,92.3,13.9,41,227,"C",1718
40,0,189.3,93.2,22.3,51,255,"A",1702.5
57,0,177,73.2,16.6,30,203,"B",1408.4
21,0,173.2,89.2,4.4,50,208,"D",1724.4
24,0,184.9,82.5,27.3,50,259,"C",1667
48,0,182.3,82.5,10.3,43,210,"B",1549.5
41,0,174.5,76.32,21.4,57,219,"A",1509.1
30,0,175.1,75.5,5.3,32,228,"D",1554
22,0,160.5,60.8,13.7,60,196,"C",1424.2
37,0,175.2,66.7,7.6,44,194,"C",1436.8
21,0,181.4,69.6,10.8,56,206,"C",1551
31,0,176.7,93.84,15.2,50,226,"B",1728.2
30,0,172.4,61.8,7.2,48,234,"C",1417.6
45,1,162.4,59.5,15.2,25,182,"B",1307
33,1,168,48.7,23.1,40,144,"B",1269.8
26,1,164.9,67.4,19.7,26,161,"C",1476.7
21,1,167.9,63.2,20.6,40,168,"C",1465.2
21,0,184,95,-5.1,55,229,"D",1799.5
63,0,162.1,60.9,-1,18,162,"D",1235.3
50,0,173.1,81.8,-9.1,29,165,"D",1516.9
31,1,171,58.8,10.3,39,170,"C",1381.6
60,1,141,46.1,15.3,14,140,"C",1069.4
23,0,162.2,61.5,11,55,247,"C",1429.3
62,0,167,61.8,12.9,35,195,"A",1257.5
34,0,174.1,79,18.5,51,229,"A",1567
34,0,171.3,63.3,12.9,37,195,"C",1411.2
24,0,176.4,80.9,9.5,52,247,"C",1636.4
25,1,163,47.5,18.2,43,132,"C",1286.9
59,0,172.8,76.3,17.3,40,187,"C",1421.2
22,0,176.8,80.2,-9.9,39,194,"D",1639.8
26,1,169.3,63.4,33.8,36,179,"B",1446.2
64,0,155.6,70,10.4,27,151,"D",1306.3
40,1,163.5,60.1,21.7,46,168,"A",1338.3
21,0,165.1,64.76,16.8,46,197,"C",1475.2
28,0,176.2,88.5,10.1,47,212,"B",1690.2
46,0,174,69.9,7.9,44,206,"C",1423
22,0,173.5,66.9,8.1,58,172,"C",1506.1
30,0,182.5,77,0.3,41,204,"D",1581.7
33,0,171.7,58.7,26.2,49,226,"A",1372.5
22,0,176,75.3,19.3,40,189,"D",1591.3
23,0,169.6,55.3,3.1,41,236,"D",1383.1
21,0,164.7,69,27,57,234,"A",1515.2
28,0,166.9,71,15.8,58,230,"A",1505.4
43,0,185.2,91.7,10.5,49,221,"C",1666.6
55,1,167.9,61.8,19.6,30,182,"A",1292
64,1,165.4,67.6,28,31,146,"B",1300.9
62,0,165,67.4,11.5,34,174,"B",1307.6
41,1,156.8,61.7,22.5,34,143,"C",1336.9
25,1,164.8,53.5,20.1,38,163,"B",1347.7
26,0,175.7,76.9,18,52,224,"A",1587.3
23,0,173.9,70.5,18.8,46,195,"C",1536.7
61,1,154.2,70.5,17.2,0,52,"D",1322.7
29,1,168.3,59.4,24.2,46,139,"B",1391.9
62,1,160.3,62.9,24.4,21,123,"C",1256
30,1,160.4,57.3,14,39,139,"B",1352.8
60,0,162.5,55,9.8,45,178,"B",1193.5
57,1,162.1,71.4,18,15,114,"B",1364.3
45,1,157.9,47.5,24.4,50,145,"B",1183.7
59,1,157.5,81.9,21.6,0,65,"D",1447.4
30,0,176,77,11,46,210,"B",1570
27,0,171.4,67.3,15.5,51,214,"C",1482.7
34,0,173,73,12.2,38,235,"C",1507.4
49,0,174.2,74.2,20.3,51,221,"C",1450.6
28,0,177,74.1,26.4,59,249,"A",1553.4
44,0,170.3,73.1,20.5,38,210,"B",1456.5
21,0,177.6,67,4.5,27,184,"D",1519.2
61,0,171.7,88.5,13.6,25,171,"B",1527
58,0,165.7,65.34,11.7,16,179,"D",1307.9
32,0,169.8,58.7,22.3,60,216,"A",1373.8
29,1,166.1,61.9,24.7,43,161,"A",1411.9
24,0,179.2,80.3,22.1,44,231,"C",1635.6
39,1,164.2,60.62,7.2,34,143,"D",1349.2
23,1,156,51.7,20,46,157,"B",1324
27,0,181.8,79.4,14.7,45,211,"B",1617.6
61,0,172.5,69.8,18.7,42,189,"A",1348.9
33,1,166.5,64.3,11.6,13,140,"D",1416.9
39,1,158.3,53.3,26,48,173,"A",1268.3
34,0,179.8,79.9,10.6,51,255,"B",1585.9
62,0,169.3,76.1,17.1,33,184,"A",1398.9
44,0,164.1,72.1,7.1,5,120,"D",1435.7
60,0,163.6,60.1,18.8,18,180,"D",1244.4
44,0,160.2,44.9,21.3,50,221,"A",1167.6
28,1,173,64.3,27,48,207,"C",1452.1
24,0,177.2,79.5,-2.5,56,245,"D",1624.4
62,1,153.6,55.1,23.6,28,143,"A",1169
43,1,159.9,47.38,24.9,34,159,"A",1195.6
30,0,169,71.9,25.5,46,228,"B",1508.4
63,1,156.7,60,23.7,9,105,"C",1217
21,0,180,76.6,13.6,28,219,"D",1615.7
63,0,178.5,83.3,15,33,180,"C",1479.9
50,0,170.5,68.1,18.2,36,182,"C",1380.7
61,0,154,53,4.5,19,175,"C",1154.3
28,1,162.5,52.5,20.9,32,149,"D",1319.9
59,1,156.9,49.3,27.6,25,105,"C",1133.4
50,0,166.9,68.4,25.4,38,175,"C",1377.1
30,1,155.6,53.9,23.7,45,170,"A",1311.5
52,1,155.3,56,23.3,39,154,"A",1227.7
29,0,175.7,67.1,17.1,44,222,"C",1479.1
30,0,181.5,74.34,11.5,50,226,"B",1554.4
23,1,161.1,54.5,26.8,26,152,"C",1360.1
33,1,161.7,57.6,19.4,56,173,"A",1343.9
61,0,162.3,64.8,8.8,21,170,"C",1282.5
53,0,168.8,70.66,17.5,40,177,"B",1388.1
37,0,170.2,70.5,18.9,43,240,"D",1464.3
58,1,155.7,53.4,21.2,35,153,"B",1175.3
62,1,153,56.5,13,21,118,"C",1181.4
25,0,175.9,71.5,14.6,46,177,"C",1540.5
25,0,167.3,63.2,22.1,49,214,"B",1445.4
31,1,159.3,52.9,20.1,48,190,"A",1303.9
52,1,155.4,56.9,11.7,11,112,"D",1236.6
26,0,176.7,60.8,11.5,52,236,"B",1434.5
31,1,164.3,66.3,21.9,44,138,"C",1441.5
32,1,160.4,58.7,21.4,42,158,"A",1356.8
35,0,171.6,94.7,-7.6,22,171,"D",1708.5
29,0,177,71.8,20,65,240,"A",1526.6
44,1,156.2,49.8,26.6,41,128,"C",1207.4
25,0,170.5,68.1,9.4,59,247,"C",1498.2
21,0,182.2,73,13.1,49,266,"B",1585.1
24,0,170.6,78.6,18.3,59,237,"C",1603.8
49,1,164.3,58.2,19.2,36,167,"A",1279.2
40,1,158.6,51.7,11.5,41,154,"C",1248.8
32,0,178.1,88,22.5,54,230,"A",1670
23,0,176,69.5,11.2,70,227,"B",1530.9
21,0,180.6,72.8,21.4,64,233,"C",1580.3
34,0,176.7,73.1,0.4,38,230,"D",1515
24,1,160.2,55.6,26.4,32,178,"B",1364.3
56,1,154,54.5,21,28,120,"B",1192.2
23,0,172.5,73.8,20,68,178,"C",1565.9
25,0,170.2,73.6,21.2,43,222,"C",1550.4
36,1,165.3,52.3,20.1,25,156,"B",1285.4
60,0,174.3,72.9,12.1,44,158,"A",1386.6
37,0,168.8,73.1,25.3,54,268,"A",1486.7
21,0,172.6,67.4,18.6,53,221,"B",1514
49,1,152.3,47.6,18.1,23,165,"D",1155.8
48,0,168,80.5,7.1,23,195,"D",1504.6
32,0,175.1,76.5,19.7,48,245,"C",1554.2
39,1,164.6,46.9,10.3,24,155,"C",1218.2
45,0,163.2,53.9,16.2,37,211,"B",1254.7
25,1,161.2,70.6,8.7,24,165,"D",1505.4
39,0,176.8,86,0.6,34,218,"D",1615.5
61,1,162,58.1,0.1,0,102,"D",1217.7
22,0,176.8,87.6,13.6,50,260,"C",1710.8
23,0,168.1,84.8,-7.9,41,183,"D",1663.6
